,Geography,Gender,Balance,CreditScore,Age,NumOfProducts,EstimatedSalary,Exited
4289,Germany,Female,61211.18,6.357842267,3.433987204,0,145250.43,0
4290,Spain,Female,128932.4,6.59441346,3.610917913,0,180712.52,0
4291,Spain,Female,0,6.476972363,3.218875825,0,180622.43,0
4292,France,Male,80728.15,6.658011046,3.465735903,0,86306.75,0
4293,Spain,Female,127660.46,6.559615237,3.828641396,0.693147181,150156.82,1
4294,Spain,Male,106070.89,6.597145702,3.784189634,0,101617.43,0
4295,Germany,Female,137560.38,6.361302478,3.737669618,0.693147181,85424.34,0
4296,Germany,Female,111905.43,6.192362489,3.526360525,0,197221.81,1
4297,France,Male,126212.64,6.652863029,3.688879454,0,70196.57,0
4298,Spain,Male,0,6.28785856,4.094344562,0.693147181,110440.5,1
4299,France,Male,111835.94,6.400257445,3.63758616,0.693147181,124389.61,0
4300,France,Male,0,6.421622268,3.401197382,0.693147181,3183.15,0
4301,Germany,Female,99705.69,6.551080335,3.33220451,0.693147181,146723.72,0
4302,France,Male,0,6.421622268,3.465735903,0.693147181,2139.25,0
4303,Germany,Male,108895.93,6.298949247,3.784189634,0,69228.2,1
4304,Spain,Male,154669.77,6.350885717,4.025351691,0,115462.27,1
4305,Spain,Male,128061,6.318968114,3.912023005,0.693147181,62375.1,0
4306,France,Female,0,6.539585956,3.433987204,0.693147181,91829.17,1
4307,France,Female,0,6.192362489,3.688879454,0.693147181,182547.04,0
4308,Spain,Male,190678.02,6.646390515,3.828641396,0,14725.36,0
4309,France,Female,0,6.463029457,3.688879454,0,126996.67,0
4310,France,Female,0,6.558197803,3.555348061,0,133991.11,1
4311,France,Male,136712.91,6.66440902,3.63758616,0,169920.92,0
4312,Spain,Female,154733.97,6.588926478,3.951243719,0,80259.67,1
4313,France,Female,112609.91,6.356107661,3.713572067,0,191035.18,1
4314,Spain,Male,115462.44,6.470799504,4.094344562,0,40421.87,0
4315,France,Male,133501.36,6.458338283,3.526360525,0,155643.04,0
4316,Germany,Male,58668.02,6.448889394,3.401197382,0,78670.52,0
4317,Spain,Male,89118.26,6.69950034,3.784189634,0,104240.77,1
4318,France,Female,0,6.198478716,3.33220451,0.693147181,95957.09,0
4319,Germany,Female,76510.52,6.51174533,4.094344562,0.693147181,59595.66,0
4320,Spain,Male,140694.78,6.411818268,3.526360525,0.693147181,46266.63,0
4321,Germany,Male,95448.32,6.552507887,3.583518938,0.693147181,189085.07,0
4322,France,Male,91562.99,6.478509642,3.526360525,0,123954.15,0
4323,France,Male,72541.48,6.230481448,3.433987204,0,129803.08,0
4324,Spain,Female,120867.18,6.423246964,3.761200116,0,18761.92,1
4325,France,Male,0,6.192362489,3.526360525,0,43540.59,0
4326,Spain,Female,157320.51,6.340359304,3.80666249,0,62193.92,0
4327,Spain,Male,0,6.570882962,3.295836866,0.693147181,129130.09,0
4328,Germany,Female,139676.95,6.519147288,3.401197382,0.693147181,16146,0
4329,France,Female,0,6.364750757,4.007333185,0,22442.13,0
4330,Spain,Male,0,6.617402978,4.094344562,0.693147181,78194.37,0
4331,France,Female,0,6.66057515,3.218875825,0.693147181,124297.32,0
4332,Spain,Male,103000.94,6.538139824,3.218875825,0,104648.58,0
4333,Germany,Male,134237.07,6.228511004,3.433987204,0,166423.66,1
4334,Germany,Male,118235.7,6.584791392,3.526360525,0.693147181,157137.23,0
4335,Spain,Female,0,6.558197803,4.043051268,0.693147181,34134.14,0
4336,Spain,Female,0,6.562444094,4.094344562,0.693147181,112520.07,1
4337,Germany,Male,115442.19,6.363028104,3.63758616,0.693147181,128481.5,1
4338,France,Male,0,6.69950034,3.63758616,0.693147181,16491.64,0
4339,Spain,Male,0,6.570882962,3.218875825,0,132979.43,0
4340,France,Female,0,6.326149473,3.761200116,0.693147181,196645.87,0
4341,Spain,Female,115557,6.357842267,3.784189634,0,127506.76,0
4342,Germany,Female,166518.63,6.472346295,3.555348061,0.693147181,147930.46,0
4343,Spain,Male,135370.12,6.317164687,3.401197382,0,179689.05,1
4344,Germany,Male,92877.33,6.308098442,3.988984047,0,2619.64,1
4345,France,Female,102073.67,6.269096284,3.258096538,0.693147181,166799.93,0
4346,Germany,Male,97042.6,6.579251212,3.828641396,0,133516.51,1
4347,Spain,Male,0,6.610696045,3.713572067,0,163736.09,1
4348,Germany,Male,108528.07,6.421622268,3.218875825,0.693147181,179488.41,1
4349,Germany,Female,79064.85,6.453624999,3.784189634,0.693147181,113291.75,0
4350,Spain,Male,74274.87,6.530877628,3.80666249,0.693147181,64907.48,1
4351,Spain,Female,0,6.69950034,3.583518938,0.693147181,141364.27,0
4352,France,Male,100421.1,6.543911846,3.761200116,0,101141.28,0
4353,France,Male,84006.88,6.335054251,3.258096538,0.693147181,183490.99,0
4354,France,Female,0,6.690842277,3.433987204,0.693147181,4798.12,0
4355,Spain,Male,0,6.324358962,3.80666249,0,131807.14,0
4356,France,Female,80293.81,6.487684018,3.663561646,0,97192.76,0
4357,France,Female,125437.14,6.463029457,3.737669618,0.693147181,164128.58,0
4358,France,Male,0,6.626717749,3.583518938,0.693147181,176809.87,0
4359,France,Male,0,6.192362489,3.871201011,0.693147181,110059.38,0
4360,Germany,Female,127536.44,6.300785795,3.784189634,0,108398.63,0
4361,France,Male,0,6.519147288,4.094344562,0.693147181,47117.03,0
4362,Germany,Female,82794.18,6.66057515,3.871201011,0,124720.68,1
4363,Spain,Female,108117.1,6.34738921,3.218875825,0,53328.7,0
4364,Spain,Female,0,6.452048954,3.555348061,0,82634.41,0
4365,Germany,Male,61688.61,6.259581464,3.295836866,0.693147181,147059.16,0
4366,France,Female,0,6.216606101,3.688879454,0.693147181,141946.92,0
4367,France,Male,0,6.495265556,4.094344562,0.693147181,123583.85,0
4368,Spain,Male,159304.07,6.350885717,3.912023005,0,155915.24,1
4369,Germany,Male,138664.24,6.473890696,3.496507561,0,29076.27,0
4370,France,Female,126362.57,6.495265556,3.218875825,0.693147181,97382.8,0
4371,France,Male,160652.45,6.586171655,3.663561646,0.693147181,57643.55,0
4372,France,Female,183572.84,6.333279628,3.555348061,0,66006.75,1
4373,France,Male,88421.81,6.442540166,3.433987204,0,72350.47,0
4374,Spain,Female,0,6.302618976,3.80666249,0,197789.83,1
4375,Germany,Male,112871.19,6.533788838,3.713572067,0.693147181,65520.74,0
4376,Germany,Male,60880.68,6.69950034,3.713572067,0,31825.84,0
4377,France,Female,0,6.419994928,3.526360525,0.693147181,185561.89,0
4378,France,Female,101455.7,6.577861358,3.610917913,0,25803.59,1
4379,France,Female,88084.13,6.629363253,4.094344562,0.693147181,154337.47,0
4380,France,Male,0,6.50578406,3.36729583,0.693147181,138145.62,0
4381,Germany,Male,127197.14,6.192362489,4.077537444,0,51565.98,1
4382,France,Male,0,6.198478716,3.663561646,0.693147181,71323.23,0
4383,France,Female,83456.79,6.432940093,3.663561646,0.693147181,38882.34,0
4384,France,Male,98298.18,6.469250317,3.737669618,0,676.06,0
4385,France,Male,0,6.590301048,3.610917913,0.693147181,72203.8,0
4386,France,Male,86911.8,6.478509642,3.555348061,0,174094.24,0
4387,Germany,Female,139707.28,6.663132696,3.737669618,0,2150.22,0
4388,Spain,Female,0,6.595780514,4.094344562,0.693147181,177783.04,0
4389,Spain,Female,142876.98,6.315358002,3.663561646,0.693147181,44363.42,0
4390,France,Male,146301.31,6.492239835,3.401197382,0,96847.91,0
4391,France,Female,47364.45,6.507277712,3.688879454,0,148579.43,1
4392,France,Male,0,6.576469569,3.63758616,0.693147181,38308.34,0
4393,France,Male,58137.08,6.668228248,3.931825633,0,142538.31,0
4394,Germany,Female,179886.41,6.652863029,3.63758616,0.693147181,153122.58,0
4395,Germany,Male,107637.97,6.192362489,3.218875825,0.693147181,169505.83,0
4396,France,Female,167685.56,6.492239835,3.218875825,0,57929.9,0
4397,Germany,Male,136525.99,6.580639137,4.094344562,0,175399.14,0
4398,Germany,Male,52106.33,6.490723535,3.663561646,0.693147181,107964.36,0
4399,France,Female,0,6.610696045,3.663561646,0,94263.44,0
4400,France,Female,104930.38,6.507277712,3.80666249,0,155921.81,1
4401,Germany,Female,106434.94,6.64118217,3.526360525,0,137995.66,1
4402,Spain,Female,112803.92,6.69950034,3.63758616,0,179631.85,0
4403,Germany,Female,120530.34,6.56526497,3.828641396,0,166586.99,1
4404,Germany,Female,113641.49,6.400257445,3.761200116,0.693147181,115116.35,1
4405,Spain,Male,145081.72,6.403574198,3.761200116,0,23881.62,0
4406,Spain,Female,0,6.335054251,3.555348061,0.693147181,105837.38,0
4407,Germany,Female,135842.89,6.456769656,3.295836866,0,101418.05,0
4408,France,Female,112203.25,6.267200549,3.433987204,0,182266.01,0
4409,France,Male,129895.19,6.532334292,3.526360525,0,28698.17,0
4410,Germany,Male,149049.92,6.628041376,3.713572067,0,50422.36,1
4411,Germany,Male,153279.39,6.22059017,3.737669618,0,151336.96,0
4412,Spain,Male,41473.33,6.487684018,3.737669618,0,112979.6,1
4413,France,Female,0,6.501289671,3.688879454,0.693147181,36371.27,0
4414,Germany,Male,113193.51,6.421622268,3.663561646,0.693147181,52166.25,0
4415,Germany,Male,113174.21,6.568077911,3.295836866,0.693147181,147261.58,0
4416,France,Female,0,6.638567789,3.218875825,0.693147181,88724.49,0
4417,France,Male,164951.56,6.192362489,3.737669618,0,190531.77,0
4418,Spain,Male,153325.1,6.410174882,3.295836866,0,199953.33,0
4419,Spain,Female,134032.01,6.525029658,3.850147602,0,144290.97,0
4420,Germany,Female,125445.04,6.37502482,3.465735903,0.693147181,130514.78,0
4421,Germany,Female,126077.43,6.570882962,3.555348061,0.693147181,53954.24,0
4422,Spain,Female,0,6.445719819,3.433987204,0.693147181,169802.73,0
4423,Germany,Female,90371.09,6.473890696,3.33220451,0,146851.73,0
4424,France,Female,0,6.665683718,3.688879454,0.693147181,96832.82,0
4425,Germany,Female,142802.02,6.398594935,3.850147602,0,57553.02,0
4426,France,Female,90537.16,6.575075841,3.33220451,0,74800.99,0
4427,France,Female,0,6.561030666,3.784189634,0.693147181,192542.17,0
4428,France,Female,156123.73,6.647688374,3.218875825,0,72990.62,0
4429,France,Female,0,6.400257445,3.555348061,0.693147181,31050.02,0
4430,France,Male,141074.59,6.439350371,3.63758616,0,52795.56,1
4431,Spain,Male,0,6.376726948,4.077537444,0.693147181,27435.41,0
4432,Germany,Female,117899.95,6.423246964,3.737669618,0.693147181,150266.81,0
4433,Spain,Male,0,6.431331082,3.496507561,0.693147181,40299.23,0
4434,France,Male,166257.96,6.513230111,3.258096538,0,149369.41,0
4435,Spain,Female,0,6.450470422,3.828641396,0.693147181,120250.58,0
4436,Germany,Female,169362.43,6.548219103,4.094344562,0,84760.32,1
4437,France,Male,205962,6.230481448,3.258096538,0,156424.4,0
4438,France,Female,0,6.601230119,3.218875825,0.693147181,109355.73,1
4439,Germany,Male,126061.51,6.510258341,4.094344562,0.693147181,184936.77,0
4440,France,Female,105627.95,6.418364936,3.218875825,0,36560.51,0
4441,France,Male,100606.02,6.568077911,3.465735903,0,165693.06,0
4442,France,Female,0,6.436150368,3.63758616,0.693147181,163666.85,0
4443,France,Male,0,6.516193076,3.63758616,0.693147181,35644.79,0
4444,Germany,Female,138171.1,6.52649486,3.465735903,0.693147181,188203.58,0
4445,France,Female,139395.08,6.192362489,3.433987204,0,6120.84,0
4446,France,Male,0,6.605297921,3.36729583,0.693147181,164484.78,0
4447,France,Female,0,6.552507887,3.610917913,0.693147181,164268.28,0
4448,Germany,Female,109062.28,6.501289671,3.912023005,0,140136.1,1
4449,Germany,Female,89994.71,6.336825731,3.688879454,0.693147181,121084.27,0
4450,France,Male,0,6.501289671,3.583518938,0.693147181,35156.54,0
4451,France,Male,103996.74,6.450470422,4.077537444,0,103159.11,0
4452,France,Male,175111.11,6.359573869,3.526360525,0,74858.3,0
4453,Spain,Female,66079.45,6.69950034,3.891820298,0.693147181,91556.57,1
4454,Germany,Male,148055.74,6.695798917,3.496507561,0,199203.21,0
4455,France,Male,0,6.421622268,3.583518938,0,27011.8,1
4456,Spain,Female,0,6.527957918,3.433987204,0.693147181,188637.05,0
4457,France,Male,0,6.298949247,3.688879454,0.693147181,61581.2,0
4458,Germany,Male,95994.98,6.56948142,3.850147602,0,197529.23,0
4459,France,Male,0,6.450470422,3.610917913,0.693147181,182258.17,0
4460,Germany,Female,110741.56,6.510258341,3.218875825,0,80778.5,0
4461,France,Male,0,6.49375384,3.555348061,0,155394.52,0
4462,Spain,Female,0,6.618738984,3.33220451,0,3408.7,0
4463,Spain,Female,0,6.453624999,3.465735903,0.693147181,19367.98,1
4464,Germany,Female,96947.58,6.69950034,4.094344562,0.693147181,62282.99,1
4465,France,Male,0,6.463029457,3.713572067,0.693147181,65396.79,0
4466,Germany,Male,109786.82,6.450470422,3.401197382,0.693147181,139712.81,0
4467,Spain,Male,0,6.192362489,3.555348061,0.693147181,60972.84,0
4468,France,Male,0,6.28785856,3.433987204,0.693147181,1375.46,0
4469,France,Female,102721.49,6.192362489,3.663561646,0,22191.82,0
4470,Spain,Male,69478.57,6.416732283,3.496507561,0,8973.67,1
4471,Germany,Female,156674.2,6.246106765,3.970291914,0,118502.34,1
4472,Spain,Female,174506.1,6.69950034,4.025351691,0.693147181,161802.82,1
4473,Germany,Female,166070.48,6.492239835,3.218875825,0.693147181,90494.72,0
4474,Germany,Female,105957.44,6.470799504,3.36729583,0,15470.91,0
4475,France,Male,0,6.642486801,3.583518938,0,65147.27,0
4476,France,Male,110340.68,6.461468176,3.688879454,0,157886.6,0
4477,France,Male,0,6.656726524,3.496507561,0.693147181,85439.73,0
4478,Germany,Male,135870.01,6.520621128,3.951243719,0.693147181,54038.62,0
4479,France,Male,0,6.308098442,3.433987204,0.693147181,25684.85,0
4480,France,Male,0,6.393590754,3.850147602,0.693147181,186116.54,0
4481,France,Female,0,6.484635236,3.80666249,0.693147181,166830.71,0
4482,France,Male,85704.95,6.202535517,3.401197382,0,27886.06,0
4483,France,Female,0,6.481577129,3.737669618,0.693147181,5768.32,0
4484,Germany,Female,105435.74,6.289715571,3.63758616,0,80575.44,1
4485,France,Female,0,6.469250317,3.610917913,0.693147181,68987.55,0
4486,Germany,Male,108513.25,6.621405652,3.526360525,0.693147181,27097.82,0
4487,France,Male,156687.1,6.269096284,3.555348061,0,199320.77,0
4488,Germany,Male,150604.52,6.54534966,3.433987204,0,5566.6,0
4489,France,Female,155114.9,6.573680167,3.784189634,0,133871.83,0
4490,France,Female,0,6.400257445,3.555348061,0.693147181,152843.53,0
4491,Spain,Female,91216,6.472346295,4.094344562,0,41800.18,0
4492,Germany,Male,141784.02,6.69950034,4.094344562,0,92053.75,0
4493,France,Female,127763.24,6.380122537,3.465735903,0,100717.54,0
4494,Spain,Female,0,6.69950034,3.465735903,0.693147181,42935.15,0
4495,Spain,Male,82613.56,6.69950034,3.433987204,0.693147181,149170.92,0
4496,France,Female,69423.52,6.670766321,3.465735903,0,107499.39,0
4497,France,Female,86167.82,6.552507887,3.737669618,0,153342.38,0
4498,Spain,Female,0,6.56948142,3.850147602,0,107825.08,1
4499,France,Male,131406.56,6.345636361,3.401197382,0,47952.45,0
4500,Germany,Female,121898.82,6.284134161,3.784189634,0,131007.18,0
4501,Germany,Male,77487.2,6.647688374,3.465735903,0,33143.04,0
4502,France,Female,0,6.238324625,4.094344562,0,123304.62,0
4503,Spain,Male,164450.94,6.548219103,3.80666249,0,141970.02,1
4504,France,Male,138705.02,6.486160789,3.496507561,0.693147181,37136.15,0
4505,Spain,Male,132730.17,6.634633358,3.610917913,0,199293.01,0
4506,France,Female,0,6.563855527,3.401197382,0.693147181,161388.22,0
4507,Spain,Female,0,6.391917113,4.094344562,0,70532.53,0
4508,France,Male,116498.22,6.383506635,3.33220451,0,144290.25,0
4509,France,Female,0,6.395261598,3.713572067,0.693147181,96069.82,0
4510,Germany,Female,139979.07,6.349138991,3.555348061,0,185662.84,0
4511,Germany,Female,127216.31,6.415096959,3.761200116,0.693147181,17913.25,0
4512,France,Female,0,6.452048954,3.80666249,0.693147181,101039.53,1
4513,France,Male,148222.65,6.501289671,3.931825633,0,156953.54,1
4514,France,Female,0,6.54534966,3.713572067,0.693147181,28276.83,0
4515,France,Female,0,6.50578406,3.63758616,0.693147181,84049.16,0
4516,Spain,Male,134152.29,6.587550015,3.401197382,0,147822.44,0
4517,Germany,Female,111537.23,6.208590026,3.465735903,0.693147181,9497.99,1
4518,Spain,Female,119565.92,6.620073207,3.663561646,0,87067.73,0
4519,Spain,Female,0,6.69950034,3.36729583,0.693147181,23237.25,0
4520,Spain,Male,0,6.424869024,3.63758616,0,27239.28,0
4521,Germany,Male,121063.8,6.480044562,3.828641396,0.693147181,151481.86,1
4522,Spain,Female,124995.98,6.327936784,3.295836866,0,114669.79,0
4523,Spain,Male,0,6.444131257,3.663561646,0.693147181,116748.14,0
4524,Germany,Female,86891.84,6.492239835,3.951243719,0,90877.76,0
4525,France,Male,0,6.516193076,3.63758616,0.693147181,133692.88,0
4526,Spain,Male,78022.61,6.364750757,3.761200116,0,30662.91,0
4527,France,Male,154495.79,6.682108597,3.526360525,0,191395.88,0
4528,France,Male,189443.72,6.558197803,3.63758616,0,106648.58,0
4529,Spain,Female,152926.6,6.570882962,3.433987204,0,50899.91,0
4530,France,Female,142989.69,6.498282149,3.784189634,0,115452.51,1
4531,Germany,Male,115371.94,6.546785411,3.761200116,0.693147181,64139.1,0
4532,France,Male,0,6.411818268,3.610917913,0.693147181,22030.72,0
4533,Spain,Male,178056.54,6.306275287,3.63758616,0.693147181,38434.73,0
4534,Spain,Male,206014.94,6.69950034,3.663561646,0.693147181,42774.84,1
4535,France,Male,0,6.486160789,3.713572067,0.693147181,158973.77,0
4536,Germany,Male,101191.83,6.588926478,3.610917913,0,34551.35,1
4537,France,Female,0,6.464588304,4.007333185,0.693147181,101515.76,0
4538,Spain,Female,0,6.56526497,3.433987204,0.693147181,9561.73,0
4539,Spain,Male,0,6.56526497,3.496507561,0.693147181,168313.17,0
4540,France,Female,0,6.576469569,3.610917913,0.693147181,55100.09,0
4541,Germany,Male,149814.54,6.37331979,3.465735903,0,31830.06,0
4542,Spain,Female,115617.24,6.424869024,3.583518938,0,71519.4,0
4543,France,Male,0,6.445719819,3.33220451,0.693147181,32599.35,0
4544,Germany,Female,113657.41,6.673297968,3.737669618,0.693147181,139946.68,1
4545,Spain,Male,138160,6.51174533,3.663561646,0,110468.51,0
4546,Germany,Female,117700.86,6.192362489,3.583518938,0,74042,0
4547,France,Female,0,6.495265556,3.610917913,0.693147181,151871.84,0
4548,Germany,Male,122506.38,6.69950034,3.610917913,0,199693.84,1
4549,France,Female,0,6.453624999,4.060443011,0,58907.08,1
4550,France,Male,0,6.285998095,4.077537444,0.693147181,103799.77,1
4551,France,Female,166501.17,6.361302478,3.663561646,0.693147181,93835.64,0
4552,Spain,Female,89743.05,6.478509642,3.828641396,0,156425.57,1
4553,France,Female,0,6.413458957,3.218875825,0.693147181,123723.83,0
4554,France,Male,0,6.364750757,3.401197382,0.693147181,199464.08,0
4555,France,Male,0,6.383506635,3.663561646,0.693147181,83084.33,0
4556,Spain,Female,0,6.533788838,3.555348061,0,25488.43,1
4557,France,Female,98894.39,6.523562306,3.218875825,0,9596.4,0
4558,Germany,Male,168735.74,6.489204931,3.610917913,0.693147181,70370.24,0
4559,France,Male,0,6.674561392,3.526360525,0,86330.32,0
4560,Germany,Female,133201.17,6.269096284,4.094344562,0,168507.68,1
4561,Spain,Female,0,6.436150368,3.583518938,0.693147181,111605.9,0
4562,Germany,Male,127237.25,6.33150185,3.433987204,0.693147181,143317.42,0
4563,Germany,Male,117864.85,6.519147288,3.583518938,0.693147181,27619.06,0
4564,Germany,Female,153469.26,6.558197803,4.094344562,0.693147181,146573.66,1
4565,Germany,Male,93911.3,6.476972363,3.218875825,0.693147181,69055.45,0
4566,Spain,Female,76597.79,6.385194399,3.828641396,0,54453.72,0
4567,France,Female,79927.36,6.480044562,3.688879454,0.693147181,33524.6,0
4568,Spain,Female,0,6.317164687,3.295836866,0.693147181,135083.73,0
4569,Germany,Male,40172.91,6.369900983,3.465735903,0,137439.34,0
4570,France,Male,115195.58,6.246106765,3.496507561,0,11205.5,0
4571,Germany,Female,116644.29,6.670766321,3.761200116,0.693147181,60176.1,0
4572,Germany,Male,180293.84,6.393590754,3.218875825,0.693147181,29552.7,0
4573,Germany,Female,139872.81,6.50578406,3.401197382,0,188795.85,0
4574,France,Female,34547.82,6.469250317,3.218875825,0,11638.17,0
4575,France,Female,0,6.490723535,3.465735903,0.693147181,93155.75,0
4576,Germany,Male,96462.25,6.69950034,3.36729583,0.693147181,48986.18,0
4577,Spain,Female,130334.35,6.546785411,3.688879454,0.693147181,116951.1,0
4578,Germany,Male,119688.81,6.363028104,3.663561646,0,137041.26,0
4579,France,Male,0,6.538139824,3.63758616,0.693147181,44653.5,0
4580,France,Male,0,6.280395839,3.951243719,0.693147181,104035.41,1
4581,France,Female,71187.24,6.192362489,3.465735903,0,110593.62,0
4582,France,Female,0,6.349138991,3.850147602,0.693147181,36099.7,0
4583,France,Male,0,6.216606101,3.610917913,0.693147181,12470.3,0
4584,Spain,Female,0,6.436150368,3.63758616,0.693147181,95403.41,0
4585,France,Female,136422.41,6.388561406,3.663561646,0,151757.81,0
4586,France,Male,0,6.401917197,3.401197382,0.693147181,47536.46,0
4587,France,Female,0,6.400257445,3.218875825,0.693147181,101274.17,0
4588,France,Female,0,6.214608098,3.526360525,0,140268.45,0
4589,France,Male,153238.88,6.192362489,3.713572067,0,11663.09,0
4590,France,Male,0,6.421622268,3.555348061,0.693147181,150784.29,0
4591,France,Female,47536.4,6.453624999,4.094344562,0,119400.08,0
4592,France,Female,0,6.56667243,3.465735903,0.693147181,126188.42,0
4593,France,Male,142882.49,6.69950034,3.583518938,0,89983.02,1
4594,France,Female,0,6.450470422,3.784189634,0.693147181,29761.29,0
4595,France,Female,160566.11,6.476972363,3.433987204,0.693147181,27073.81,0
4596,Germany,Male,131935.51,6.610696045,4.094344562,0,96399.67,1
4597,France,Male,127678.8,6.340359304,3.63758616,0.693147181,45422.89,0
4598,Germany,Female,105214.58,6.559615237,3.828641396,0,108699.59,1
4599,France,Male,139859.54,6.458338283,3.828641396,0,38967.29,0
4600,France,Female,0,6.463029457,3.63758616,0.693147181,116466.19,0
4601,France,Female,112324.45,6.352629396,3.526360525,0.693147181,17993.43,0
4602,Germany,Male,134497.27,6.464588304,3.401197382,0,43250.54,0
4603,Spain,Female,120171.58,6.582025139,3.555348061,0,125240.8,0
4604,France,Male,106012.2,6.434546519,3.218875825,0.693147181,191415.94,0
4605,France,Male,0,6.523562306,3.218875825,0,90860.97,0
4606,France,Female,0,6.272877007,3.526360525,0.693147181,141872.52,0
4607,France,Female,0,6.680854679,4.007333185,0.693147181,49418.87,1
4608,France,Male,0,6.481577129,3.931825633,0,170426.65,1
4609,Germany,Male,119839.69,6.69950034,3.737669618,0,51016.02,1
4610,Spain,Male,0,6.364750757,3.526360525,0.693147181,81175.25,0
4611,Germany,Male,92219.21,6.378426184,3.63758616,0,99106.97,0
4612,Germany,Male,142055.41,6.318968114,3.871201011,0.693147181,79134.78,0
4613,France,Female,29602.08,6.617402978,3.891820298,0,163550.58,1
4614,France,Female,0,6.613384218,3.828641396,0.693147181,67769.94,0
4615,France,Male,0,6.593044534,3.526360525,0.693147181,126592.01,0
4616,France,Female,0,6.336825731,3.784189634,0.693147181,89602.81,0
4617,France,Male,141803.77,6.656726524,3.610917913,0,179421.84,0
4618,France,Male,0,6.69950034,3.218875825,0.693147181,156906.15,0
4619,France,Male,0,6.265301213,3.737669618,0,168486.02,0
4620,France,Female,126589.12,6.562444094,3.850147602,0.693147181,132730.07,1
4621,France,Male,108393.35,6.522092798,3.496507561,0,39057.67,0
4622,Spain,Male,115643.58,6.340359304,3.761200116,0.693147181,174606.35,0
4623,Spain,Male,132876.23,6.335054251,3.871201011,0,79259.77,0
4624,France,Female,110949.41,6.563855527,3.218875825,0,168515.61,0
4625,France,Male,130666.2,6.444131257,3.828641396,0,161125.67,1
4626,France,Female,103821.47,6.234410726,3.80666249,0.693147181,77878.62,0
4627,France,Female,0,6.226536669,3.465735903,0,80823.02,0
4628,France,Male,0,6.405228458,3.663561646,0,119348.28,0
4629,Spain,Male,132187.73,6.476972363,3.465735903,0.693147181,178331.36,0
4630,Germany,Male,98649.55,6.69950034,3.891820298,0,119174.88,1
4631,Germany,Male,126444.08,6.192362489,3.63758616,0.693147181,82662.73,0
4632,Germany,Female,154159.51,6.490723535,3.401197382,0,40441.1,0
4633,France,Female,0,6.624065228,3.761200116,0.693147181,109881.71,0
4634,Germany,Male,129250,6.192362489,3.871201011,0.693147181,157937.35,0
4635,Spain,Female,0,6.413458957,3.80666249,0,38276.84,1
4636,France,Female,167733.51,6.428105273,3.496507561,0.693147181,65222.48,0
4637,Germany,Female,56116.3,6.428105273,3.433987204,0.693147181,2181.94,0
4638,France,Female,141581.08,6.630683386,3.401197382,0,156249.06,0
4639,Germany,Male,139675.07,6.246106765,3.912023005,0.693147181,45591.23,0
4640,France,Female,66201.96,6.670766321,3.295836866,0,79458.12,0
4641,France,Female,0,6.532334292,3.784189634,0.693147181,103042.2,1
4642,Germany,Male,133658.24,6.192362489,3.526360525,0,70209.83,0
4643,Germany,Male,136202.78,6.192362489,3.218875825,0,176743.51,0
4644,France,Female,131778.08,6.391917113,4.094344562,0,10703.53,1
4645,Spain,Male,0,6.568077911,4.094344562,0.693147181,151425.82,0
4646,France,Female,0,6.257667588,3.526360525,0.693147181,3894.34,0
4647,Germany,Female,42712.87,6.690842277,3.258096538,0.693147181,28861.69,0
4648,France,Female,0,6.66057515,3.33220451,0.693147181,177703.15,0
4649,Spain,Female,0,6.535241271,4.043051268,0.693147181,136649.8,1
4650,Germany,Male,142631.54,6.507277712,3.433987204,0.693147181,175894.24,0
4651,France,Male,141204.65,6.507277712,3.496507561,0.693147181,76257.46,0
4652,Germany,Female,131402.21,6.261491684,3.218875825,0,193668.49,0
4653,Spain,Female,92636.96,6.598509029,3.663561646,0.693147181,125671.29,0
4654,France,Female,0,6.192362489,3.931825633,0.693147181,174098.28,1
4655,Germany,Female,102088.68,6.359573869,3.433987204,0.693147181,187866.21,1
4656,Spain,Male,0,6.432940093,3.663561646,0.693147181,100862.36,0
4657,France,Female,134887.53,6.69950034,3.63758616,0,10804.04,0
4658,France,Male,0,6.532334292,3.871201011,0.693147181,170893.85,0
4659,Spain,Male,159900.38,6.551080335,3.33220451,0,22698.56,0
4660,Germany,Female,102278.79,6.192362489,3.912023005,0.693147181,89822.48,0
4661,France,Female,0,6.285998095,3.713572067,0.693147181,175262.49,0
4662,France,Female,0,6.65929392,3.761200116,0,15705.27,0
4663,Spain,Male,0,6.480044562,4.060443011,0.693147181,170025.43,0
4664,Germany,Male,76989.97,6.429719478,3.555348061,0,17242.79,0
4665,France,Female,0,6.546785411,3.218875825,0.693147181,79734.23,0
4666,France,Male,0,6.666956792,3.555348061,0.693147181,92712.97,0
4667,Germany,Female,114491.82,6.69950034,3.663561646,0,99689.48,0
4668,Germany,Male,144768.94,6.618738984,3.988984047,0,93336.3,1
4669,France,Male,145056.59,6.192362489,3.433987204,0,175893.53,0
4670,Germany,Male,117206.3,6.192362489,3.912023005,0,42840.18,1
4671,Germany,Male,138014.4,6.456769656,3.713572067,0.693147181,140298.24,0
4672,Germany,Female,128352.59,6.423246964,3.80666249,0.693147181,144000.59,1
4673,France,Female,112568.31,6.628041376,3.218875825,0,113408.11,0
4674,France,Male,0,6.467698726,3.496507561,0,96420.58,0
4675,Germany,Male,176958.46,6.69950034,3.713572067,0.693147181,125806.3,0
4676,Germany,Female,99167.54,6.555356892,3.63758616,0,65720.92,0
